Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;03;Prévention par le sport et protection des sportifs;;;31.0;3;605169.0;605169.0;0.0;0.0;Sports, jeunesse et vie associative
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;05;Actions pour favoriser la mise en activité professionnelle des demandeurs d'emploi;05;Mesures d'accompagnement à la création d'entreprises;62.0;6;16000000.0;16000000.0;0.0;0.0;Travail et emploi
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;06;Mise en oeuvre de la politique de sécurité et de qualité sanitaires de l'alimentation;;;23.0;2;2500503.0;2500503.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
CAS;Pensions;YD;741.0;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite;;;22.0;2;683700000.0;683700000.0;0.0;0.0;Budget et comptes publics
BG;Recherche et enseignement supérieur;RA;190.0;Recherche dans les domaines de l'énergie, du développement et de la mobilité durables;15;Charges nucléaires de long terme des installations du CEA;;;32.0;3;780000000.0;780000000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;03;Communication;;;21.0;2;7019151.0;7019151.0;0.0;0.0;Éducation nationale
BG;Investir pour la France de 2030;AV;423.0;Accélération de la modernisation des entreprises;01;Soutien à l'innovation collaborative;;;71.0;7;0.0;35750000.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;51.0;5;451140.0;451140.0;0.0;0.0;Culture
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;10;Fonds interministériel pour la transformation de la Guyane;;;51.0;5;0.0;0.0;560000.0;53180000.0;Services du Premier ministre
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;22.0;2;32591308.0;32591308.0;0.0;0.0;Services du Premier ministre
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;06;Politique des ressources humaines;;;21.0;2;448308496.0;448308496.0;0.0;0.0;Éducation nationale
BG;Défense;DA;212.0;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces terrestres;21.0;2;4242511504.0;4242511504.0;920000.0;920000.0;Armées et anciens combattants
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;03;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;05;Formation des salariés;64.0;6;108000000.0;109122202.0;0.0;0.0;Travail et emploi
BG;Défense;DA;178.0;Préparation et emploi des forces;01;Planification  des moyens et conduite des opérations;21;Infrastructures SIC;51.0;5;27300186.0;27449861.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;52;Relations internationales;02;DGRIS / Diplomatie de défense;21.0;2;51665168.0;51665168.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;13;Personnels œuvrant pour la politique de l'eau et de la biodiversité;;;23.0;2;3480167.0;3480167.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;02;Enseignement général et technologique en lycée;;;23.0;2;47095645.0;47095645.0;0.0;0.0;Éducation nationale
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;06;Moyens généraux et d'appui à la recherche;;;64.0;6;33728016.0;33728016.0;0.0;0.0;Économie, finances et industrie
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;84;Opérer en milieu hostile - MAST-F;51.0;5;0.0;3623829.0;0.0;0.0;Armées et anciens combattants
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;03;Plafonnement des impositions directes;61.0;6;116458.0;116458.0;0.0;0.0;Budget et comptes publics
BG;Économie;DB;134.0;Développement des entreprises et régulations;24;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;;;31.0;3;19525033.0;12918371.0;101248.0;101248.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;03;Communication;;;31.0;3;4825465.0;4825465.0;0.0;0.0;Éducation nationale
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;03;Évaluation, contrôle, études et recherche;;;23.0;2;274618.0;274618.0;0.0;0.0;Justice
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;01;État-major et services centraux;;;31.0;3;37995292.0;37034773.0;1000000.0;1000000.0;Intérieur
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;89;Assurer la protection des forces et des sites - LAD;64.0;6;0.0;1798734.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;21.0;2;525369479.0;525369479.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;23;Contrôle des gestions publiques;;;23.0;2;702449.0;702449.0;0.0;0.0;Services du Premier ministre
BG;Sport, jeunesse et vie associative;SF;219.0;Sport;01;Promotion du sport pour le plus grand nombre;;;64.0;6;247482968.0;147551953.0;15000.0;15000.0;Sports, jeunesse et vie associative
BG;Défense;DA;212.0;Soutien de la politique de la défense;66;Rayonnement et contribution extérieure;02;Pilotage, soutien et communication - effectifs sortants non remboursés sous PMEA Mindef;23.0;2;133374.0;133374.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;17;Coordination de la politique des ressources humaines en matière d’encadrement supérieur et dirigeant de l’Etat;;;32.0;3;40630000.0;40630000.0;0.0;0.0;Services du Premier ministre
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;04;Expertise juridique;;;21.0;2;8039983.0;8039983.0;0.0;0.0;Éducation nationale
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;24;Assurer la crédibilité technique de la dissuasion – SNLE 3G;51.0;5;11270000000.0;729274782.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;08;Agence ministérielle de l'intelligence artificielle de Défense;22.0;2;5834281.0;5834281.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;05;Soutien et systèmes d'information;;;61.0;6;208511.0;208511.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Travail, emploi et administration des ministères sociaux;TB;102.0;Accès et retour à l'emploi;04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);01;Dispositifs mis en œuvre pour l'emploi des jeunes par le service public de l'emploi;32.0;3;14350000.0;14350000.0;0.0;0.0;Travail et emploi
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;12;Pilotage, administration et encadrement pédagogique;;;23.0;2;22466334.0;22466334.0;0.0;0.0;Éducation nationale
BG;Transformation et fonction publiques;TR;368.0;Conduite et pilotage de la transformation et de la fonction publiques;01;Accompagnement des transformations des ressources humaines (DGAFP/CISIRH);;;23.0;2;405202.0;405202.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;33;Financement des agences régionales de santé;;;32.0;3;623000000.0;623000000.0;0.0;0.0;Travail et emploi
BG;Aide publique au développement;AD;209.0;Solidarité à l'égard des pays en développement;07;Coopération communautaire;;;64.0;6;144104662.0;144104662.0;0.0;0.0;Europe et affaires étrangères
BG;Relations avec les collectivités territoriales;RC;122.0;Concours spécifiques et administration;01;Aides exceptionnelles aux collectivités territoriales;;;63.0;6;50300000.0;152088913.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";06;Renseignement d'intérêt militaire;22.0;2;78244089.0;78244089.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;181.0;Prévention des risques;12;Agence de l'environnement et de la maîtrise de l'énergie (ADEME);;;32.0;3;908150000.0;908150000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Défense;DA;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Logistique et soutien interarmées / CICoS;21.0;2;54972075.0;54972075.0;0.0;0.0;Armées et anciens combattants
BG;Économie;DB;134.0;Développement des entreprises et régulations;13;Régulation des communications électroniques, des postes et de la distribution de la presse (ARCEP);;;21.0;2;11846597.0;11846597.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;05;Enseignement professionnel sous statut scolaire;;;61.0;6;62594111.0;62594111.0;0.0;0.0;Éducation nationale
CAS;Contrôle de la circulation et du stationnement routiers;YE;753.0;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;01;Déploiement du procès-verbal électronique;;;32.0;3;25200000.0;25200000.0;0.0;0.0;Intérieur
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;17;Mesures exceptionnelles de protection des consommateurs;01;Mesures à destination des consommateurs d'électricité;62.0;6;222315739.0;222315739.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Outre-mer;OA;138.0;Emploi outre-mer;02;Aide à l'insertion et à la qualification professionnelle;;;23.0;2;4427513.0;4427513.0;0.0;0.0;Outre-Mer
BG;Défense;DA;178.0;Préparation et emploi des forces;04;Préparation des forces aériennes;12;Activités spatiales;31.0;3;48106625.0;56790026.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;113.0;Paysages, eau et biodiversité;07;Gestion des milieux et biodiversité;;;63.0;6;52880996.0;53992386.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Recherche et enseignement supérieur;RA;142.0;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;61.0;6;35462476.0;35462476.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Agriculture, alimentation, forêt et affaires rurales;AC;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;24;Gestion équilibrée et durable des territoires;;;31.0;3;1325086.0;1325086.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Immigration, asile et intégration;IA;303.0;Immigration et asile;02;Garantie de l'exercice du droit d'asile;;;32.0;3;102318985.0;102318985.0;0.0;0.0;Intérieur
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;05;Bibliothèques et documentation;;;22.0;2;16618495.0;16618495.0;0.0;0.0;Enseignement supérieur et recherche
BG;Engagements financiers de l'État;EB;114.0;Appels en garantie de l'État (crédits évaluatifs);02;Soutien au domaine social, logement, santé;;;65.0;6;26610000.0;26610000.0;0.0;0.0;Économie, finances et industrie
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;20;Personnels mettant en œuvre les politiques de l'emploi et de la formation professionnelle;;;23.0;2;1691021.0;1691021.0;0.0;0.0;Travail et emploi
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;10;Fonds interministériel de prévention de la délinquance;;;31.0;3;350080.0;350080.0;0.0;0.0;Intérieur
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;82;Assurer la protection des forces et des sites - Famille de systèmes sol-air futurs (FSAF);64.0;6;0.0;4761038.0;0.0;0.0;Armées et anciens combattants
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;05;Prestations d'appui et support;;;31.0;3;208503464.0;178751514.0;2386000.0;2386000.0;Budget et comptes publics
BG;Recherche et enseignement supérieur;RA;193.0;Recherche spatiale;04;Maîtrise de l'accès à l'espace;;;64.0;6;475935887.0;475935887.0;0.0;0.0;Économie, finances et industrie
CAS;Pensions;YD;742.0;Ouvriers des établissements industriels de l'État;05;Rentes accidents du travail des ouvriers civils des établissements militaires (RATOCEM);;;23.0;2;60369788.0;60369788.0;0.0;0.0;Budget et comptes publics
BG;Culture;CB;175.0;Patrimoines;04;Patrimoine archivistique;;;51.0;5;5633174.0;27552472.0;0.0;0.0;Culture
BG;Enseignement scolaire;EC;140.0;Enseignement scolaire public du premier degré;01;Enseignement pré-élémentaire;;;23.0;2;46433304.0;46433304.0;0.0;0.0;Éducation nationale
BG;Justice;JA;310.0;Conduite et pilotage de la politique de la justice;10;Politiques RH transverses;;;64.0;6;317460.0;317460.0;0.0;0.0;Justice
BG;Solidarité, insertion et égalité des chances;SE;304.0;Inclusion sociale et protection des personnes;17;Protection et accompagnement des enfants, des jeunes et des familles vulnérables;;;61.0;6;100000.0;100000.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;13;Personnels en situations diverses;;;31.0;3;11000000.0;11000000.0;0.0;0.0;Éducation nationale
BG;Sécurités;SB;152.0;Gendarmerie nationale;03;Missions de police judiciaire et concours à la justice;01;Missions de police judiciaire et concours à la justice - hors administration centrale et cabinet;21.0;2;1278472159.0;1278472159.0;0.0;0.0;Intérieur
BG;Plan de relance;PR;363.0;Compétitivité;02;Souveraineté technologique et résilience;;;62.0;6;0.0;13537336.0;0.0;0.0;Budget et comptes publics
BG;Recherche et enseignement supérieur;RA;142.0;Enseignement supérieur et recherche agricoles;01;Enseignement supérieur;;;64.0;6;35067117.0;35067117.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;03;Formation initiale et continue de niveau doctorat;;;64.0;6;5863093.0;5863093.0;0.0;0.0;Enseignement supérieur et recherche
BG;Recherche et enseignement supérieur;RA;231.0;Vie étudiante;03;Santé des étudiants et activités associatives, culturelles et sportives;;;32.0;3;81881751.0;81881751.0;0.0;0.0;Enseignement supérieur et recherche
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;49;Assurer la mobilité – Hélicoptères de manœuvre nouvelle génération (HM NG);51.0;5;0.0;54295822.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;10;Formation des personnels enseignants et d'orientation;;;31.0;3;25795039.0;25795039.0;0.0;0.0;Éducation nationale
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;05;Politique de l'internat et établissements à la charge de l'Etat;;;22.0;2;17695878.0;17695878.0;0.0;0.0;Éducation nationale
BG;Santé;SA;204.0;Prévention, sécurité sanitaire et offre de soins;11;Pilotage de la politique de santé publique;;;64.0;6;1000000.0;1000000.0;0.0;0.0;Santé et accès aux soins
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;03;Immobilier;31.0;3;374751991.0;246978156.0;0.0;0.0;Intérieur
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;22;Personnels mettant en œuvre les politiques d'amélioration de la qualité de l'emploi et des relations du travail;;;21.0;2;224371173.0;224371173.0;0.0;0.0;Travail et emploi
BG;Conseil et contrôle de l'État;CA;126.0;Conseil économique, social et environnemental;05;Fonctions supports à l'institution;;;21.0;2;10850661.0;10850661.0;170000.0;170000.0;Services du Premier ministre
BG;Culture;CB;131.0;Création;06;Soutien à l'emploi et structurations des professions;;;64.0;6;6719160.0;6719160.0;0.0;0.0;Culture
BG;Défense;DA;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;84;Service interarmées des munitions;31.0;3;8634008.0;8276544.0;300000.0;300000.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;55;"Préparation des forces terrestres - Personnel travaillant pour le programme ""Préparation et emploi des forces""";01;Ressources humaines des forces terrestres;22.0;2;3852167970.0;3852167970.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;03;Coordination de la politique européenne;;;64.0;6;600000.0;600000.0;0.0;0.0;Services du Premier ministre
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;08;Gestion des fonds déposés;;;21.0;2;35179378.0;35179378.0;0.0;0.0;Budget et comptes publics
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;02;Réglementation générale, garantie de l'identité et de la nationalité et délivrance des titres;;;23.0;2;5660107.0;5660107.0;0.0;0.0;Intérieur
BG;Agriculture, alimentation, forêt et affaires rurales;AC;206.0;Sécurité et qualité sanitaires de l'alimentation;02;Lutte contre les maladies animales, protection et bien-être animal;;;64.0;6;26196044.0;24803209.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;03;Contrôle de légalité et conseil aux collectivités territoriales;;;23.0;2;1370856.0;1370856.0;0.0;0.0;Intérieur
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;17;Recherches scientifiques et technologiques dans le domaine de l'énergie;;;32.0;3;425696720.0;425696720.0;0.0;0.0;Enseignement supérieur et recherche
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;89;Opérer en milieu hostile - Frégates de taille intermédiaire;31.0;3;38000000.0;7028851.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;178.0;Préparation et emploi des forces;02;Préparation des forces terrestres;01;Commandement et activités des forces terrestres;31.0;3;247825303.0;238746665.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;12;Commission nationale de contrôle des techniques de renseignement;;;23.0;2;28788.0;28788.0;0.0;0.0;Services du Premier ministre
BG;Plan de relance;PR;362.0;Écologie;04;Économie circulaire et circuits courts;;;62.0;6;0.0;50000000.0;0.0;0.0;Budget et comptes publics
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;;23.0;2;605362.0;605362.0;0.0;0.0;Services du Premier ministre
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;08;Information et orientation;;;31.0;3;2238411.0;2238411.0;0.0;0.0;Éducation nationale
BG;Sécurités;SB;176.0;Police nationale;05;Police judiciaire;02;Police judiciaire - Hors administration centrale et cabinets;21.0;2;1773887500.0;1773887500.0;0.0;0.0;Intérieur
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;10;Fonds interministériel pour la transformation de la Guyane;;;64.0;6;4235242.0;4205169.0;0.0;0.0;Services du Premier ministre
BG;Pouvoirs publics;PB;531.0;Conseil constitutionnel;01;Conseil constitutionnel;;;10.0;1;16850000.0;16850000.0;0.0;0.0;Budget et comptes publics
BG;Sécurités;SB;152.0;Gendarmerie nationale;02;Sécurité routière;01;Sécurité routière - hors administration centrale et cabinet;23.0;2;3559664.0;3559664.0;0.0;0.0;Intérieur
BG;Travail, emploi et administration des ministères sociaux;TB;155.0;Soutien des ministères sociaux;21;Personnels mettant en œuvre les politiques sociales et de la santé;;;22.0;2;112844004.0;112844004.0;0.0;0.0;Travail et emploi
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;02;PMI, droits et soutien aux invalides;24;PMI et allocations rattachées;61.0;6;662080762.0;662080762.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;23;Assurer la crédibilité technique de la posture - toutes opérations;51.0;5;194541175.0;436803410.0;0.0;0.0;Armées et anciens combattants
BG;Immigration, asile et intégration;IA;104.0;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;32.0;3;7405000.0;7405000.0;0.0;0.0;Intérieur
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;11;Equipements de vidéo-protection et de surveillance électronique du ministère de l'intérieur, des collectivités et des acteurs privés;;;63.0;6;31956059.0;31956059.0;0.0;0.0;Intérieur
BG;Défense;DA;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;07;Direction de la Protection des Installations, moyens et activités de la Défense;21.0;2;2419097.0;2419097.0;0.0;0.0;Armées et anciens combattants
BG;Direction de l'action du Gouvernement;DC;129.0;Coordination du travail gouvernemental;11;Stratégie et prospective;;;23.0;2;287000.0;287000.0;0.0;0.0;Services du Premier ministre
BG;Justice;JA;182.0;Protection judiciaire de la jeunesse;01;Mise en oeuvre des décisions judiciaires;;;23.0;2;7571914.0;7571914.0;0.0;0.0;Justice
BG;Direction de l'action du Gouvernement;DC;308.0;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;;31.0;3;4367239.0;4367239.0;0.0;0.0;Services du Premier ministre
BG;Écologie, développement et mobilité durables;TA;159.0;Expertise, information géographique et météorologie;12;Information géographique et cartographique;;;32.0;3;96808282.0;96808282.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;04;Pilotage territorial des politiques gouvernementales;;;21.0;2;508989854.0;508989854.0;0.0;0.0;Intérieur
BG;Gestion des finances publiques;GA;302.0;Facilitation et sécurisation des échanges;06;Soutien des services opérationnels;;;22.0;2;110923385.0;110923385.0;0.0;0.0;Budget et comptes publics
BG;Anciens combattants, mémoire et liens avec la Nation;MB;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;08;Liens armées-jeunesse;;;64.0;6;400000.0;400000.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";01;Commandement des armées;22.0;2;48276903.0;48276903.0;0.0;0.0;Armées et anciens combattants
BG;Recherche et enseignement supérieur;RA;231.0;Vie étudiante;04;Pilotage et animation du programme;;;32.0;3;114281455.0;114281455.0;0.0;0.0;Enseignement supérieur et recherche
BG;Défense;DA;146.0;Équipement des forces;06;Dissuasion;19;Assurer la crédibilité technique de la dissuasion - Autres opérations;31.0;3;282344889.0;145888271.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;174.0;Énergie, climat et après-mines;04;Gestion économique et sociale de l'après-mines;;;62.0;6;31000000.0;31000000.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Enseignement scolaire;EC;214.0;Soutien de la politique de l'éducation nationale;10;Transports scolaires;;;63.0;6;3322845.0;3322845.0;0.0;0.0;Éducation nationale
BG;Économie;DB;220.0;Statistiques et études économiques;01;Infrastructures statistiques et missions régaliennes;;;31.0;3;9110957.0;7832446.0;700000.0;700000.0;Économie, finances et industrie
BA;Publications officielles et information administrative;XJ;623.0;Édition et diffusion;01;Accès au droit et diffusion légale;;;51.0;5;1535000.0;1535000.0;0.0;0.0;Services du Premier ministre
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;77;Opérer en milieu hostile -  SCORPION;51.0;5;322560000.0;1038988333.0;0.0;0.0;Armées et anciens combattants
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;06;Besoins éducatifs particuliers;;;22.0;2;637119192.0;637119192.0;0.0;0.0;Éducation nationale
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;;22.0;2;753544522.0;753544522.0;0.0;0.0;Budget et comptes publics
BG;Gestion des finances publiques;GA;218.0;Conduite et pilotage des politiques économiques et financières;09;Action sociale ministérielle;;;31.0;3;122949836.0;122949836.0;500000.0;500000.0;Budget et comptes publics
BG;Sécurités;SB;152.0;Gendarmerie nationale;04;Commandement, ressources humaines et logistique;01;Commandement, ressources humaines et logistique;22.0;2;516289441.0;516289441.0;86863169.0;86863169.0;Intérieur
BG;Transformation et fonction publiques;TR;348.0;Performance et résilience des bâtiments de l'État et de ses opérateurs;12;Travaux et gros entretien à la charge du propriétaire;;;51.0;5;602999781.0;248455412.0;0.0;0.0;Budget et comptes publics
BG;Remboursements et dégrèvements;RD;200.0;Remboursements et dégrèvements d'impôts d'État (crédits évaluatifs);11;Remboursements et restitutions liés à la mécanique de l'impôt;05;Impôt sur le revenu;61.0;6;13323000000.0;13323000000.0;0.0;0.0;Budget et comptes publics
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;45;Espace - Maîtrise de l'Espace;64.0;6;0.0;2759231.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;79;Assurer la sûreté des approches, la sécurité de l'Etat, de la nation et des citoyens - Autres opérations;64.0;6;11135000.0;1567628.0;0.0;0.0;Armées et anciens combattants
BG;Justice;JA;335.0;Conseil supérieur de la magistrature;01;Conseil supérieur de la magistrature;;;21.0;2;2563160.0;2563160.0;0.0;0.0;Justice
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;04;Action sociale;;;21.0;2;169583111.0;169583111.0;0.0;0.0;Éducation nationale
BG;Recherche et enseignement supérieur;RA;150.0;Formations supérieures et recherche universitaire;02;Formation initiale et continue de niveau master;;;64.0;6;1708574.0;1708574.0;0.0;0.0;Enseignement supérieur et recherche
BG;Solidarité, insertion et égalité des chances;SE;157.0;Handicap et dépendance;13;Pilotage du programme et animation des politiques inclusives;;;31.0;3;1700000.0;1700000.0;0.0;0.0;Solidarités, autonomie et égalité entre les femmes et les hommes
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;03;"Dépenses de personnel concourant au programme ""Diplomatie culturelle et d'influence""";;;23.0;2;1003466.0;1003466.0;0.0;0.0;Europe et affaires étrangères
BG;Sécurités;SB;176.0;Police nationale;04;Police des étrangers et sûreté des transports internationaux;03;Autres actions relatives à la police des étrangers et à la sureté des transports internationaux - Administration centrale et cabinets;22.0;2;22667971.0;22667971.0;0.0;0.0;Intérieur
BG;Travail, emploi et administration des ministères sociaux;TB;102.0;Accès et retour à l'emploi;02;Structures de mise en oeuvre de la politique de l'emploi;02;Financement des organismes supports de la politique de l'emploi;53.0;5;22155263.0;22155263.0;0.0;0.0;Travail et emploi
BG;Travail, emploi et administration des ministères sociaux;TB;102.0;Accès et retour à l'emploi;04;Insertion des jeunes sur le marché du travail- Contrat d'engagement jeunes (CEJ);02;Structures d'accompagnement des jeunes vers l'emploi;32.0;3;72386679.0;72386679.0;0.0;0.0;Travail et emploi
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;05;Innovation, territorialisation et services numériques;;;31.0;3;36984000.0;36984000.0;0.0;0.0;Logement et rénovation urbaine
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;21;Examen des comptes publics;;;21.0;2;34313642.0;34313642.0;0.0;0.0;Services du Premier ministre
